Symbol,Company Name,Sector,Industry,Price,Market_Cap,IPO_Date,Exchange
KPLT,"Katapult Holdings, Inc.",Technology,Software - Infrastructure,7.15,31478182,2019-12-31,NASDAQ
CFFN,"Capitol Federal Financial, Inc.",Financial Services,Banks - Regional,7.68,997201920,1999-04-01,NASDAQ
OKUR,"OnKure Therapeutics, Inc.",Healthcare,Biotechnology,5.27,72059872,2021-04-08,NASDAQ
PDC,Perpetuals.com Ltd,Technology,Software - Application,8.08,24364270,2023-07-25,NASDAQ
PDD,PDD Holdings Inc.,Consumer Cyclical,Specialty Retail,99.88,140090574438,2018-07-26,NASDAQ
SIMO,Silicon Motion Technology Corporation,Technology,Semiconductors,218.78,7341233566,2005-06-30,NASDAQ
STRA,"Strategic Education, Inc.",Consumer Defensive,Education & Training Services,78.4,1782062811,1996-07-25,NASDAQ
COLL,"Collegium Pharmaceutical, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,33.73,1093087031,2015-05-07,NASDAQ
SCLX,Scilex Holding Company,Healthcare,Drug Manufacturers - General,10.52,89328160,2021-03-05,NASDAQ
MYSZ,"My Size, Inc.",Technology,Software - Application,0.619,1942050,2016-08-09,NASDAQ
VRNS,"Varonis Systems, Inc.",Technology,Software - Infrastructure,26.3,3088875246,2014-02-28,NASDAQ
PHAT,"Phathom Pharmaceuticals, Inc.",Healthcare,Biotechnology,11.2,889617120,2019-10-25,NASDAQ
SYBX,"Synlogic, Inc.",Healthcare,Biotechnology,0.63,7370319,2015-09-30,NASDAQ
UROY,Uranium Royalty Corp.,Energy,Uranium,3.9,571262277,2021-04-28,NASDAQ
VRSN,"VeriSign, Inc.",Technology,Software - Infrastructure,268.66,24448060806,1998-01-30,NASDAQ
NEGG,"Newegg Commerce, Inc.",Consumer Cyclical,Specialty Retail,34.91,732169525,2010-04-22,NASDAQ
ROOT,"Root, Inc.",Financial Services,Insurance - Property & Casualty,54.48,749013268,2020-10-28,NASDAQ
PTGX,"Protagonist Therapeutics, Inc.",Healthcare,Biotechnology,98.97,6315147039,2016-08-11,NASDAQ
NICE,NICE Ltd.,Technology,Software - Application,102.02,6164823752,1996-01-25,NASDAQ
SFNC,Simmons First National Corporation,Financial Services,Banks - Regional,21.26,3079893680,1985-03-14,NASDAQ
SLDP,"Solid Power, Inc.",Industrials,Electrical Equipment & Parts,3.45,637111855,2021-05-18,NASDAQ
ZG,"Zillow Group, Inc. Class A",Communication Services,Internet Content & Information,44.61,10792135691,2011-07-20,NASDAQ
PAVM,PAVmed Inc.,Healthcare,Medical - Devices,8.3,4457407,2016-07-27,NASDAQ
ERNA,Ernexa Therapeutics Inc.,Healthcare,Biotechnology,0.1476,1159116,1991-08-29,NASDAQ
NTGR,"NETGEAR, Inc.",Technology,Communication Equipment,25.27,690970245,2003-07-31,NASDAQ
SCKT,"Socket Mobile, Inc.",Technology,Computer Hardware,0.905,7441776,1999-04-26,NASDAQ
KXIN,Kaixin Auto Holdings,Consumer Cyclical,Auto - Dealerships,5.58,155565,2017-11-06,NASDAQ
LANDO,Gladstone Land Corporation,Real Estate,REIT - Industrial,21.15,765306405,2020-10-19,NASDAQ
SGP,"SpyGlass Pharma, Inc. Common Stock",Healthcare,Biotechnology,22.94,766805172,2008-01-08,NASDAQ
ASMB,"Assembly Biosciences, Inc.",Healthcare,Biotechnology,26.95,427499765,2010-12-17,NASDAQ
VLGEA,"Village Super Market, Inc.",Consumer Defensive,Grocery Stores,43.09,635669756,1990-03-27,NASDAQ
SCHL,Scholastic Corporation,Communication Services,Publishing,40.36,1014041569,1992-02-25,NASDAQ
B,Barrick Mining Corporation,Basic Materials,Gold,39.325,65883532000,1985-02-13,NYSE
AYTU,"Aytu BioPharma, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,2.58,20896197,2008-09-25,NASDAQ
ALLR,"Allarity Therapeutics, Inc.",Healthcare,Biotechnology,1.35,21355623,2021-12-21,NASDAQ
MYPS,"PLAYSTUDIOS, Inc.",Technology,Electronic Gaming & Multimedia,0.4151,53263417,2020-12-21,NASDAQ
BOLD,"Boundless Bio, Inc.",Healthcare,Biotechnology,1.46,32714586,2016-07-20,NASDAQ
CABA,"Cabaletta Bio, Inc.",Healthcare,Biotechnology,2.99,287832960,2019-10-25,NASDAQ
ELSE,"Electro-Sensors, Inc.",Technology,"Hardware, Equipment & Parts",7.63,26952365,1981-06-09,NASDAQ
EDIT,"Editas Medicine, Inc.",Healthcare,Biotechnology,3.0,293615997,2016-02-03,NASDAQ
MOS,The Mosaic Company,Basic Materials,Agricultural Inputs,23.26,7393112939,1988-01-26,NYSE
OSRH,"OSR Holdings, Inc.",Healthcare,Biotechnology,0.7029,18045403,2023-03-21,NASDAQ
PZZA,"Papa John's International, Inc.",Consumer Cyclical,Restaurants,36.19,1190328583,1993-06-08,NASDAQ
CCLD,"CareCloud, Inc.",Healthcare,Medical - Healthcare Information Services,3.02,128328706,2014-07-23,NASDAQ
CAR,"Avis Budget Group, Inc.",Industrials,Rental & Leasing Services,180.67,6382110839,1983-09-14,NASDAQ
ABT,Abbott Laboratories,Healthcare,Medical - Devices,90.63,157486208387,1980-03-17,NYSE
APPN,Appian Corporation,Technology,Software - Infrastructure,20.79,1539474448,2017-05-25,NASDAQ
APWC,Asia Pacific Wire & Cable Corporation Limited,Industrials,Electrical Equipment & Parts,1.53,31542786,2003-07-15,NASDAQ
SIFY,Sify Technologies Limited,Communication Services,Telecommunications Services,15.41,1112939525,1999-10-19,NASDAQ
TXN,Texas Instruments Incorporated,Technology,Semiconductors,281.08,255808940440,1972-06-01,NASDAQ
TSBK,"Timberland Bancorp, Inc.",Financial Services,Banks - Regional,39.88,314426921,1998-01-13,NASDAQ
TSCO,Tractor Supply Company,Consumer Cyclical,Specialty Retail,35.1,18474929612,1994-02-17,NASDAQ
WGS,GeneDx Holdings Corp.,Healthcare,Medical - Healthcare Information Services,62.89,1841966343,2020-11-04,NASDAQ
WHF,"WhiteHorse Finance, Inc.",Financial Services,Asset Management,7.6,168978742,2012-12-06,NASDAQ
WDAY,"Workday, Inc.",Technology,Software - Application,122.4,32447957256,2012-10-12,NASDAQ
DRVN,Driven Brands Holdings Inc.,Consumer Cyclical,Auto - Dealerships,13.57,2231643738,2021-01-19,NASDAQ
ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,226.26,11130114721,1991-08-15,NASDAQ
RXST,"RxSight, Inc.",Healthcare,Medical - Devices,7.07,291752741,2021-07-30,NASDAQ
KELYB,"Kelly Services, Inc.",Industrials,Staffing & Employment Services,15.7569,553068372,1984-08-03,NASDAQ
NEOV,NeoVolta Inc.,Industrials,Electrical Equipment & Parts,2.57,88076347,2020-05-20,NASDAQ
SLNHP,"Soluna Holdings, Inc.",Technology,"Hardware, Equipment & Parts",8.25,239653219,2021-08-20,NASDAQ
SLNO,"Soleno Therapeutics, Inc.",Healthcare,Biotechnology,52.82,2731752630,2014-11-13,NASDAQ
TCRT,"Alaunos Therapeutics, Inc.",Healthcare,Biotechnology,2.55,6064538,2005-08-24,NASDAQ
AERT,"Aeries Technology, Inc",Industrials,Consulting Services,0.6205,31155129,2021-12-17,NASDAQ
NTRB,Nutriband Inc.,Healthcare,Biotechnology,3.865,47055923,2021-10-01,NASDAQ
ARBK,Argo Blockchain plc,Financial Services,Financial - Capital Markets,3.04,966808,2021-09-23,NASDAQ
ARCC,Ares Capital Corporation,Financial Services,Asset Management,19.16,13757317710,2004-10-05,NASDAQ
BRAG,Bragg Gaming Group Inc.,Technology,Electronic Gaming & Multimedia,2.04,52171539,2018-03-27,NASDAQ
SLN,Silence Therapeutics plc,Healthcare,Biotechnology,7.31,345280160,2020-09-08,NASDAQ
CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,329.59,90997162280,1987-06-10,NASDAQ
SYRE,"Spyre Therapeutics, Inc.",Healthcare,Biotechnology,74.45,4496889293,2016-04-07,NASDAQ
DGII,Digi International Inc.,Technology,Communication Equipment,56.04,2107729406,1989-10-06,NASDAQ
VERX,"Vertex, Inc.",Technology,Software - Application,12.37,1972722808,2020-07-29,NASDAQ
VBNK,VersaBank,Financial Services,Banks - Regional,17.91,574362954,2021-08-27,NASDAQ
VIVS,"VivoSim Labs, Inc.",Healthcare,Biotechnology,1.43,3729383,2012-02-14,NASDAQ
WKHS,Workhorse Group Inc.,Consumer Cyclical,Auto - Manufacturers,2.9,30304588,2010-06-02,NASDAQ
WKSP,Worksport Ltd.,Consumer Cyclical,Auto - Parts,1.09,5325745,2001-06-21,NASDAQ
XEL,Xcel Energy Inc.,Utilities,Regulated Electric,82.95,51774237900,2001-03-13,NASDAQ
NATH,"Nathan's Famous, Inc.",Consumer Cyclical,Restaurants,100.38,410996374,1993-02-26,NASDAQ
EZRA,Reliance Global Group Inc.,Financial Services,Insurance - Brokers,0.1701,1825811,2021-02-09,NASDAQ
MLTX,MoonLake Immunotherapeutics,Healthcare,Biotechnology,16.38,1174903002,2020-10-20,NASDAQ
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,407.78,3028023401400,1986-03-13,NASDAQ
MSGM,Motorsport Games Inc.,Technology,Electronic Gaming & Multimedia,4.3,21837335,2021-01-13,NASDAQ
NBTX,Nanobiotix S.A.,Healthcare,Biotechnology,34.62,1674880357,2020-12-11,NASDAQ
NDSN,Nordson Corporation,Industrials,Industrial - Machinery,288.45,16090778843,1980-03-18,NASDAQ
NEUP,Neuphoria Therapeutics Inc.,Healthcare,Medical - Pharmaceuticals,5.27,28410017,2021-12-16,NASDAQ
NIVF,NewGenIvf Group Limited,Healthcare,Medical - Healthcare Plans,1.72,977729,2022-03-18,NASDAQ
NKTX,"Nkarta, Inc.",Healthcare,Biotechnology,2.77,197474685,2020-07-10,NASDAQ
NMFC,New Mountain Finance Corporation,Financial Services,Asset Management,8.54,841271984,2011-05-20,NASDAQ
NMRA,"Neumora Therapeutics, Inc. Common Stock",Healthcare,Biotechnology,2.47,451239548,2023-09-15,NASDAQ
NRC,National Research Corporation,Healthcare,Medical - Healthcare Information Services,16.46,370954082,2013-05-23,NASDAQ
NRSN,NeuroSense Therapeutics Ltd.,Healthcare,Biotechnology,0.821,20251333,2021-12-09,NASDAQ
NSSC,"Napco Security Technologies, Inc.",Industrials,Security & Protection Services,46.75,1667307147,1981-12-29,NASDAQ
NTRA,"Natera, Inc.",Healthcare,Medical - Diagnostics & Research,206.16,29219262960,2015-07-01,NASDAQ
NTWK,"NetSol Technologies, Inc.",Technology,Software - Application,3.4,40176100,1998-09-25,NASDAQ
NUTX,"Nutex Health, Inc.",Healthcare,Medical - Healthcare Information Services,119.2,709755659,2022-04-04,NASDAQ
NVDA,NVIDIA Corporation,Technology,Semiconductors,199.57,4850548627679,1999-01-22,NASDAQ
NVMI,Nova Ltd.,Technology,Semiconductors,500.43,15905152678,2000-04-11,NASDAQ
NVX,Novonix Limited,Industrials,Electrical Equipment & Parts,0.72,106765794,2022-02-02,NASDAQ
NWE,Northwestern Energy Group Inc,Utilities,Diversified Utilities,72.34,4448842434,2007-12-28,NASDAQ
NWFL,Norwood Financial Corp.,Financial Services,Banks - Regional,29.27,270180745,1998-03-04,NASDAQ
NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,293.59,74122984084,2010-08-06,NASDAQ
NXT,Nextpower Inc.,Technology,Consumer Electronics,119.13,17687927177,2023-02-09,NASDAQ
OCS,Oculis Holding AG,Healthcare,Biotechnology,27.48,1571017860,2021-05-18,NASDAQ
OKTA,"Okta, Inc.",Technology,Software - Infrastructure,73.65,12461613953,2017-04-07,NASDAQ
OM,"Outset Medical, Inc.",Healthcare,Medical - Devices,4.27,78190532,2020-09-15,NASDAQ
OMEX,"Odyssey Marine Exploration, Inc.",Industrials,Specialty Business Services,1.07,33321369,1999-10-26,NASDAQ
ONC,BeOne Medicines Ltd.,Healthcare,Medical - Pharmaceuticals,295.27,31552101027,2016-02-02,NASDAQ
ONCO,"Onconetix, Inc.",Healthcare,Biotechnology,0.6945,2379580,2022-02-18,NASDAQ
ONEW,OneWater Marine Inc.,Consumer Cyclical,Auto - Recreational Vehicles,9.39,156000239,2020-02-07,NASDAQ
ORCL,Oracle Corporation,Technology,Software - Infrastructure,161.38,464136303480,1986-03-12,NYSE
ORGN,"Origin Materials, Inc.",Basic Materials,Chemicals,2.52,13671093,2020-09-04,NASDAQ
ORGO,Organogenesis Holdings Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,2.35,302305577,2017-01-05,NASDAQ
ORIS,ORIENTAL RISE HOLDINGS Ltd,Consumer Defensive,Packaged Foods,0.4807,17695769,1998-02-27,NASDAQ
ORKA,"Oruka Therapeutics, Inc.",Healthcare,Biotechnology,68.41,2562008818,1997-08-08,NASDAQ
OSPN,OneSpan Inc.,Technology,Software - Infrastructure,11.58,433866702,1998-05-21,NASDAQ
OTLY,Oatly Group AB,Consumer Defensive,Beverages - Non-Alcoholic,10.87,339415750,2021-05-20,NASDAQ
OXBR,Oxbridge Re Holdings Limited,Financial Services,Insurance - Reinsurance,1.02,8263396,2014-03-27,NASDAQ
OXLC,Oxford Lane Capital Corp.,Financial Services,Asset Management,10.4,1015040000,2011-01-21,NASDAQ
OXLCO,Oxford Lane Capital Corp.,Financial Services,Asset Management,23.917,2319101095,2021-08-11,NASDAQ
OXLCP,Oxford Lane Capital Corp.,Financial Services,Asset Management,25.02,12049632000,2020-02-06,NASDAQ
PAYS,"PaySign, Inc.",Technology,Software - Infrastructure,6.56,362016185,2007-10-10,NASDAQ
PCRX,"Pacira BioSciences, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,25.49,1002649150,2011-02-03,NASDAQ
PCYO,Pure Cycle Corporation,Utilities,Regulated Water,11.54,278159098,1994-04-13,NASDAQ
PDSB,PDS Biotechnology Corporation,Healthcare,Biotechnology,0.973,54308630,2015-09-30,NASDAQ
PEPG,PepGen Inc.,Healthcare,Biotechnology,1.64,113349079,2022-05-06,NASDAQ
PETZ,"TDH Holdings, Inc.",Consumer Defensive,Packaged Foods,1.0,10323268,2017-09-21,NASDAQ
PGNY,"Progyny, Inc.",Healthcare,Medical - Healthcare Information Services,18.58,1521743396,2019-10-25,NASDAQ
PHAR,Pharming Group N.V.,Healthcare,Biotechnology,16.53,1160995840,2020-12-23,NASDAQ
PKOH,Park-Ohio Holdings Corp.,Industrials,Industrial - Machinery,28.95,416854814,1973-02-21,NASDAQ
PLAB,"Photronics, Inc.",Technology,Semiconductors,49.48,2917657472,1987-03-10,NASDAQ
PLMR,"Palomar Holdings, Inc.",Financial Services,Insurance - Property & Casualty,120.38,3212906086,2019-04-17,NASDAQ
PLUR,Pluri Inc.,Healthcare,Biotechnology,3.4809,28420274,2003-06-30,NASDAQ
PMVP,"PMV Pharmaceuticals, Inc.",Healthcare,Biotechnology,1.39,74127855,2020-09-25,NASDAQ
PNBK,"Patriot National Bancorp, Inc.",Financial Services,Banks - Regional,1.225,143429998,1994-08-31,NASDAQ
PNTG,"The Pennant Group, Inc.",Healthcare,Medical - Care Facilities,31.32,1087011777,2019-10-01,NASDAQ
PODD,Insulet Corporation,Healthcare,Medical - Devices,172.14,11923055728,2007-05-15,NASDAQ
PPC,Pilgrim's Pride Corporation,Consumer Defensive,Packaged Foods,33.1,7875216247,1987-12-30,NASDAQ
PPCB,"Propanc Biopharma, Inc.",Healthcare,Biotechnology,0.1016,1541126,2012-11-12,NASDAQ
PRCH,"Porch Group, Inc.",Technology,Software - Application,9.63,1053550890,2020-01-13,NASDAQ
PROF,Profound Medical Corp.,Healthcare,Medical - Devices,6.7,202737967,2019-10-29,NASDAQ
PROP,Prairie Operating Co.,Financial Services,Financial - Capital Markets,1.2,54282590,2013-02-19,NASDAQ
PRTS,"CarParts.com, Inc.",Consumer Cyclical,Specialty Retail,0.95,66967495,2007-02-09,NASDAQ
PSIX,"Power Solutions International, Inc.",Industrials,Industrial - Machinery,73.27,1688906472,2012-04-17,NASDAQ
PULM,"Pulmatrix, Inc.",Healthcare,Biotechnology,1.26,4601879,2014-03-21,NASDAQ
PWP,Perella Weinberg Partners,Financial Services,Financial - Capital Markets,22.74,2076756173,2020-11-24,NASDAQ
QCRH,"QCR Holdings, Inc.",Financial Services,Banks - Regional,90.42,1513929186,1993-10-06,NASDAQ
QDEL,QuidelOrtho Corporation,Healthcare,Medical - Instruments & Supplies,12.3,837406140,1991-02-01,NASDAQ
QFIN,"Qfin Holdings, Inc.",Financial Services,Financial - Credit Services,13.08,1702821265,2018-12-14,NASDAQ
QNRX,"Quoin Pharmaceuticals, Ltd.",Healthcare,Biotechnology,6.48,3811316,2016-08-01,NASDAQ
QRVO,"Qorvo, Inc.",Technology,Semiconductors,94.22,8734729075,2015-01-02,NASDAQ
RAND,Rand Capital Corporation,Financial Services,Asset Management,11.08,32905539,1980-03-17,NASDAQ
RAYA,Erayak Power Solution Group Inc.,Industrials,Electrical Equipment & Parts,3.73,363627,2022-12-14,NASDAQ
RCEL,"AVITA Medical, Inc.",Healthcare,Medical - Devices,4.32,107321328,2012-05-14,NASDAQ
RCON,"Recon Technology, Ltd.",Energy,Oil & Gas Equipment & Services,0.93,28478399,2009-07-30,NASDAQ
RDHL,RedHill Biopharma Ltd.,Healthcare,Drug Manufacturers - Specialty & Generic,1.09,3629543,2013-01-07,NASDAQ
RDI,"Reading International, Inc.",Communication Services,Entertainment,1.14,39871246,1983-12-13,NASDAQ
RDNT,"RadNet, Inc.",Healthcare,Medical - Diagnostics & Research,56.55,4426253325,1997-01-03,NASDAQ
REBN,"Reborn Coffee, Inc.",Consumer Cyclical,Restaurants,2.47,13076343,2022-08-12,NASDAQ
REFI,"Chicago Atlantic Real Estate Finance, Inc.",Real Estate,REIT - Mortgage,11.91,251066051,2021-12-08,NASDAQ
REFR,Research Frontiers Incorporated,Technology,"Hardware, Equipment & Parts",0.9199,31964869,1986-07-08,NASDAQ
RENT,"Rent the Runway, Inc.",Consumer Cyclical,Apparel - Retail,4.66,20199711,2021-10-27,NASDAQ
REPL,"Replimune Group, Inc.",Healthcare,Biotechnology,2.57,212211582,2018-07-20,NASDAQ
RETO,"ReTo Eco-Solutions, Inc.",Basic Materials,Construction Materials,0.6,352232,2017-11-29,NASDAQ
REYN,Reynolds Consumer Products Inc.,Consumer Cyclical,Packaging & Containers,20.97,4419127419,2020-01-31,NASDAQ
RGC,Regencell Bioscience Holdings Limited,Healthcare,Drug Manufacturers - Specialty & Generic,29.22,14448965892,2021-07-16,NASDAQ
RGCO,"RGC Resources, Inc.",Utilities,Regulated Gas,22.73,236266690,1994-02-01,NASDAQ
RGS,Regis Corporation,Consumer Cyclical,Personal Products & Services,27.5,68716395,1991-06-21,NASDAQ
RKLB,"Rocket Lab USA, Inc.",Industrials,Aerospace & Defense,82.51,47506535170,2020-11-24,NASDAQ
RMCO,Royalty Management Holding Corporation,Financial Services,Asset Management,2.77,41964669,2021-05-05,NASDAQ
ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel - Retail,227.79,73677517188,1985-08-08,NASDAQ
RPD,"Rapid7, Inc.",Technology,Software - Infrastructure,5.9,388769290,2015-07-17,NASDAQ
RPRX,Royalty Pharma plc,Healthcare,Biotechnology,50.09,21459794776,2020-06-16,NASDAQ
RUSHB,"Rush Enterprises, Inc.",Consumer Cyclical,Auto - Dealerships,72.86,5651788233,1996-06-07,NASDAQ
RWAYL,Runway Growth Finance Corp. - 7,Financial Services,Financial - Credit Services,25.4359,919101752,2022-08-01,NASDAQ
RYTM,"Rhythm Pharmaceuticals, Inc.",Healthcare,Biotechnology,81.36,5555667600,2017-10-09,NASDAQ
SABS,"SAB Biotherapeutics, Inc.",Healthcare,Biotechnology,3.74,35747541,2021-02-09,NASDAQ
SAIC,Science Applications International Corporation,Technology,Information Technology Services,96.77,4201685661,2013-09-16,NASDAQ
SANG,Sangoma Technologies Corporation,Technology,Software - Infrastructure,4.27,141836509,2010-02-22,NASDAQ
SATS,EchoStar Corporation,Technology,Communication Equipment,123.14,35413788146,2008-01-02,NASDAQ
SBC,SBC Medical Group Holdings Incorporated,Industrials,Consulting Services,3.3,338503912,2022-09-26,NASDAQ
SBCF,Seacoast Banking Corporation of Florida,Financial Services,Banks - Regional,31.47,3073517550,1984-02-02,NASDAQ
SBFM,"Sunshine Biopharma, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,0.9623,4720991,2022-02-15,NASDAQ
SCYX,"SCYNEXIS, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,0.93,41550033,2014-05-02,NASDAQ
SDOT,Sadot Group Inc.,Consumer Defensive,Agricultural Farm Products,0.975,961331,2020-02-13,NASDAQ
SEER,"Seer, Inc.",Healthcare,Biotechnology,1.95,110020505,2020-12-04,NASDAQ
SEGG,Sports Entertainment Gaming Global Corporation,Consumer Cyclical,"Gambling, Resorts & Casinos",1.27,16057118,2023-06-15,NASDAQ
SEZL,Sezzle Inc.,Financial Services,Financial - Credit Services,79.6,2690613410,2023-08-17,NASDAQ
SFBC,"Sound Financial Bancorp, Inc.",Financial Services,Banks - Regional,41.15,105674846,2008-01-09,NASDAQ
SFWL,Shengfeng Development Limited,Industrials,Integrated Freight & Logistics,0.9,74251364,2023-03-31,NASDAQ
SGHT,"Sight Sciences, Inc.",Healthcare,Medical - Devices,4.09,220884540,2021-07-15,NASDAQ
SHEN,Shenandoah Telecommunications Company,Communication Services,Telecommunications Services,15.73,869894168,1999-04-26,NASDAQ
SHMD,SCHMID Group N.V. Class A Ordinary Shares,Industrials,Industrial - Machinery,5.92,254929574,2024-05-01,NASDAQ
SIBN,"SI-BONE, Inc.",Healthcare,Medical - Devices,12.39,547208067,2018-10-17,NASDAQ
SKYE,"Skye Bioscience, Inc.",Healthcare,Biotechnology,0.8788,30869506,2014-11-26,NASDAQ
SKYW,"SkyWest, Inc.",Industrials,"Airlines, Airports & Air Services",82.12,3256903836,1986-06-26,NASDAQ
SLGL,Sol-Gel Technologies Ltd.,Healthcare,Biotechnology,74.04,208043367,2018-02-01,NASDAQ
SLMBP,SLM Corporation,Financial Services,Financial - Credit Services,74.9,6716416172,2005-07-11,NASDAQ
SLNG,"Stabilis Solutions, Inc.",Energy,Oil & Gas Integrated,4.25,79034279,2007-05-16,NASDAQ
SLP,"Simulations Plus, Inc.",Healthcare,Medical - Healthcare Information Services,14.17,286311666,1997-06-18,NASDAQ
SLVO,UBS AG ETRACS Silver Shares Covered Call ETN,Financial Services,Asset Management,85.96,267203394,2013-04-17,NASDAQ
SMXT,Solarmax Technology Inc. Common Stock,Energy,Solar,0.607,34542289,2024-02-27,NASDAQ
SNAL,"Snail, Inc. Class A Common Stock",Technology,Electronic Gaming & Multimedia,0.651,24572135,2022-11-10,NASDAQ
SNAP,Snap Inc.,Communication Services,Internet Content & Information,6.07,10251937966,2017-03-02,NYSE
SNGX,"Soligenix, Inc.",Healthcare,Biotechnology,0.345,3555597,1994-04-04,NASDAQ
SNTG,Sentage Holdings Inc.,Financial Services,Financial - Credit Services,1.9496,5469262,2021-07-08,NASDAQ
SOBR,"SOBR Safe, Inc.",Technology,"Hardware, Equipment & Parts",0.546,801449,2009-04-03,NASDAQ
SOGP,Sound Group Inc.,Technology,Software - Application,17.21,80942588,2020-01-17,NASDAQ
SONM,"DNA X, Inc.",Technology,Communication Equipment,5.15,5298768,2019-05-10,NASDAQ
SONO,"Sonos, Inc.",Technology,Consumer Electronics,14.83,1792546590,2018-08-02,NASDAQ
SOPA,Society Pass Incorporated,Technology,Software - Application,0.388,2130882,2021-11-09,NASDAQ
SPT,"Sprout Social, Inc.",Technology,Software - Application,6.0,360498264,2019-12-13,NASDAQ
SPWH,"Sportsman's Warehouse Holdings, Inc.",Consumer Cyclical,Specialty Retail,1.41,54714204,2014-04-17,NASDAQ
SRAD,Sportradar Group AG,Technology,Software - Application,13.05,3862169085,2021-09-14,NASDAQ
SRCE,1st Source Corporation,Financial Services,Banks - Regional,73.53,1769786217,1983-08-12,NASDAQ
SRRK,Scholar Rock Holding Corporation,Healthcare,Biotechnology,46.61,5354696630,2018-05-25,NASDAQ
SRTS,"Sensus Healthcare, Inc.",Healthcare,Medical - Devices,3.97,65354537,2016-07-26,NASDAQ
SRZN,"Surrozen, Inc.",Healthcare,Biotechnology,33.4,249745795,2021-01-11,NASDAQ
SSRM,SSR Mining Inc.,Basic Materials,Gold,28.81,5899784718,1996-08-01,NASDAQ
STAK,STAK Inc. Ordinary Shares,Energy,Oil & Gas Equipment & Services,0.827,8877375,2019-04-15,NASDAQ
STEP,StepStone Group Inc.,Financial Services,Asset Management,52.9,6612323790,2020-09-16,NASDAQ
STIM,"Neuronetics, Inc.",Healthcare,Medical - Diagnostics & Research,1.94,134984230,2018-06-28,NASDAQ
STRO,"Sutro Biopharma, Inc.",Healthcare,Biotechnology,36.62,311191047,2018-09-27,NASDAQ
STRT,Strattec Security Corporation,Consumer Cyclical,Auto - Parts,75.26,314570243,1995-02-23,NASDAQ
STSS,"Sharps Technology, Inc.",Healthcare,Medical - Instruments & Supplies,1.785,45544275,2022-04-14,NASDAQ
STX,Seagate Technology Holdings plc,Technology,Computer Hardware,673.64,146902695720,2002-12-11,NASDAQ
SUNE,SUNation Energy Inc.,Industrials,Engineering & Construction,1.26,4292336,1981-11-18,NASDAQ
SWVL,Swvl Holdings Corp.,Technology,Software - Application,1.98,19729401,2021-03-15,NASDAQ
SXTP,"60 Degrees Pharmaceuticals, Inc.",Healthcare,Biotechnology,1.58,1274349,2023-07-12,NASDAQ
SYBT,"Stock Yards Bancorp, Inc.",Financial Services,Banks - Regional,72.33,2134559562,1993-03-24,NASDAQ
TAOP,Taoping Inc.,Technology,Software - Infrastructure,1.2,1202596,2006-09-22,NASDAQ
TCBK,TriCo Bancshares,Financial Services,Banks - Regional,50.27,1616212220,1993-04-20,NASDAQ
TDUP,ThredUp Inc.,Consumer Cyclical,Specialty Retail,4.29,544762081,2021-03-26,NASDAQ
TECX,"Tectonic Therapeutic, Inc.",Healthcare,Biotechnology,27.97,525181502,2018-06-21,NASDAQ
TELO,"Telomir Pharmaceuticals, Inc. Common Stock",Healthcare,Biotechnology,1.4,48133359,2019-04-09,NASDAQ
TENB,"Tenable Holdings, Inc.",Technology,Software - Infrastructure,20.89,2493101550,2018-07-26,NASDAQ
TER,"Teradyne, Inc.",Technology,Semiconductors,343.47,53773319730,1970-09-14,NASDAQ
TGTX,"TG Therapeutics, Inc.",Healthcare,Biotechnology,33.78,5394260640,2010-05-03,NASDAQ
THFF,First Financial Corporation,Financial Services,Banks - Regional,65.67,780940810,1992-03-03,NASDAQ
TMUS,"T-Mobile US, Inc.",Communication Services,Telecommunications Services,195.5,211571022174,2007-04-19,NASDAQ
TNDM,"Tandem Diabetes Care, Inc.",Healthcare,Medical - Devices,19.525,1337544505,2013-11-14,NASDAQ
TNGX,"Tango Therapeutics, Inc.",Healthcare,Biotechnology,21.62,2511623982,2020-09-03,NASDAQ
TPG,TPG Inc.,Financial Services,Asset Management,43.62,16721083038,2022-01-13,NASDAQ
TREX,"Trex Company, Inc.",Industrials,Construction,39.2,4072450015,1999-04-08,NYSE
TRI,Thomson Reuters Corporation,Industrials,Specialty Business Services,95.69,42387074927,2002-06-12,NASDAQ
TRMB,Trimble Inc.,Technology,"Hardware, Equipment & Parts",67.32,15624231480,1990-07-20,NASDAQ
TRMD,TORM plc,Energy,Oil & Gas Midstream,32.55,3324103650,2018-02-23,NASDAQ
TRS,TriMas Corporation,Consumer Cyclical,Packaging & Containers,37.02,1393899252,2007-05-18,NASDAQ
TRUP,"Trupanion, Inc.",Financial Services,Insurance - Specialty,23.99,1041890498,2014-07-18,NASDAQ
TSLA,"Tesla, Inc.",Consumer Cyclical,Auto - Manufacturers,381.63,1433295423600,2010-06-29,NASDAQ
